PHIL-PHASE1-CONFORMANCE-FREEZE-V1
entry_id	entry_kind	repository_path	sha256	expectation	competent_layer	governing_authority
SURF-PROD-R036	surface-fixture	test/fixtures/phase1-surface/rejected/36-reflection.phil	sha256:2431f040eec70e4401f2932b44563cdbaa0c1c5bd4396d988b9b682bc8543da1	reject-syntax	syntax	matrix:SURF-003
support.negative.authority-registry-v1	support	test/fixtures/phase1-negative/authority-registry-v1.tsv	sha256:d3e658cbecc9d2dfda7c61ac270307ac4c374fcef3aa5733b04e7e60afb5ee28	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lifecycle-v1.actions-v1	support	test/fixtures/phase1-negative/callable-lifecycle-v1/actions-v1.tsv	sha256:56e2242e025835d4fb6b538fcb4ceadfdcdc0c4bf93ac9fae436ff1e9023cc19	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lifecycle-v1.authority-registry-v1	support	test/fixtures/phase1-negative/callable-lifecycle-v1/authority-registry-v1.tsv	sha256:4f3c4571344cbd3c6ca54411109cf801e0a2b7997ad061b3e7307dbc97d807c5	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lifecycle-v1.captures-v1	support	test/fixtures/phase1-negative/callable-lifecycle-v1/captures-v1.tsv	sha256:79ec6dbe682f3c7db3d22fb03b315b2c2f0b37c62460646633038916c1d7b00d	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lifecycle-v1.manifest	support	test/fixtures/phase1-negative/callable-lifecycle-v1/manifest.tsv	sha256:ecb35f00743c7faf973e849a8531d90c951ce7d4b83db7643911215b72cb3500	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lifecycle-v1.occurrences-v1	support	test/fixtures/phase1-negative/callable-lifecycle-v1/occurrences-v1.tsv	sha256:d3619ff4bb7c02b45c0d49815c66f94532920b11adc7b87365c29ad28ccd04cb	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lowering-v1.authority-registry-v1	support	test/fixtures/phase1-negative/callable-lowering-v1/authority-registry-v1.tsv	sha256:295dfd5ac623c79ff9e9229e5a133b5656b43ed4af69987a13fb113b3579b823	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lowering-v1.manifest	support	test/fixtures/phase1-negative/callable-lowering-v1/manifest.tsv	sha256:1d92dd0e59c896fe1242173802b050d383ef82bcd1b995651547a5a32cd48d75	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-lowering-v1.projection-v1	support	test/fixtures/phase1-negative/callable-lowering-v1/projection-v1.tsv	sha256:4cf81a3364e57a8e664de4436f5eacc22639d37c90535304cd6003c1427fef04	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.authority-registry-v1	support	test/fixtures/phase1-negative/callable-refinement-v1/authority-registry-v1.tsv	sha256:aa671d90738db326412524394fd2c2f8bd92ac52a3f488d3b90119c6879ef424	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.authority-requirements-v1	support	test/fixtures/phase1-negative/callable-refinement-v1/authority-requirements-v1.tsv	sha256:82edeeea762ff6c4161da1ebab380b6b49d694aa796cc31f7177f7331744a954	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.effect-bounds-v1	support	test/fixtures/phase1-negative/callable-refinement-v1/effect-bounds-v1.tsv	sha256:26b6e20dda8ea266d5da8e8ec294beaf66e6d5caaff7bf46b58320fc5338edde	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.failures-v1	support	test/fixtures/phase1-negative/callable-refinement-v1/failures-v1.tsv	sha256:3d79a7b9d2b19e4fe70d23265ae48ac3648aef0fdfb14e04eeb4a8de36225d31	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.manifest	support	test/fixtures/phase1-negative/callable-refinement-v1/manifest.tsv	sha256:b20b796ebd6dc02c6fc7ca406d2c5cddd4f32de8f3d12180fe70e53b5766689d	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-refinement-v1.surfaces-v1	support	test/fixtures/phase1-negative/callable-refinement-v1/surfaces-v1.tsv	sha256:c7ccda1c9162ce860dfc7c238cad366972ad25245a769543d7ae46fcf9bfb653	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-scope-v1.authority-registry-v1	support	test/fixtures/phase1-negative/callable-scope-v1/authority-registry-v1.tsv	sha256:a31dbf9463c7feddfaf815f00941356693f627f1460cada9c8cdba612e8cd206	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-scope-v1.manifest	support	test/fixtures/phase1-negative/callable-scope-v1/manifest.tsv	sha256:39ab8099356d107c78140b03ba1a9470a8f9015a4a73f83742b5caeac92ee3d5	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-scope-v1.recursion-nodes-v1	support	test/fixtures/phase1-negative/callable-scope-v1/recursion-nodes-v1.tsv	sha256:d6269f4a84552ca8378e649aac9aa41589500b04fa3a20a0499253ee9759998c	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-scope-v1.recursion-references-v1	support	test/fixtures/phase1-negative/callable-scope-v1/recursion-references-v1.tsv	sha256:5160a0f19bec35bd4b6960754d72471754d03cd57f1853b0aea0f8d9551c8770	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-scope-v1.scope-captures-v1	support	test/fixtures/phase1-negative/callable-scope-v1/scope-captures-v1.tsv	sha256:41be7c6b99e9e2f383dc652951f61b35fbbfd2ebca6bda8887e54fde425be6ca	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-structural-mode-v1.authority-registry-v1	support	test/fixtures/phase1-negative/callable-structural-mode-v1/authority-registry-v1.tsv	sha256:a73b28c161fba60bd183e0cf800732c5e636bc7d1df14890017d8ae29f6abb3b	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-structural-mode-v1.captures-v1	support	test/fixtures/phase1-negative/callable-structural-mode-v1/captures-v1.tsv	sha256:b023c4e52a794fe0419aac95dc4ab9713443f85a664dd632accb9628594b39aa	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-structural-mode-v1.manifest	support	test/fixtures/phase1-negative/callable-structural-mode-v1/manifest.tsv	sha256:13f301f7a1a7870a32687c3092e05f7edc652e86ec48b6966400c174303fbddf	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.callable-structural-mode-v1.mode-declarations-v1	support	test/fixtures/phase1-negative/callable-structural-mode-v1/mode-declarations-v1.tsv	sha256:2090e12bcc1976937e54ad700af076315b3839babfe21a6731d09f498448c1ab	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-bindings-v1	support	test/fixtures/phase1-negative/environment-bindings-v1.tsv	sha256:b091e4931828cb65b18f084929c2ef22060d1339c88e51168f3298858f19b16a	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-profiles-v1	support	test/fixtures/phase1-negative/environment-profiles-v1.tsv	sha256:243d658a511c7c2600da74625e6bfd1e459b61be96745451d5452519612be67f	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-requirements-v1	support	test/fixtures/phase1-negative/environment-requirements-v1.tsv	sha256:a51f192a4aacbe0a2a8176c6ee5bd45d3035b77df62c2cb2032a7fa9a7bcb893	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-session-branches-v1	support	test/fixtures/phase1-negative/environment-session-branches-v1.tsv	sha256:9ccc1e4d9f2f0341fba73be24a9cf20f4913cf10c8c14558269a860ce30914ab	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-session-nodes-v1	support	test/fixtures/phase1-negative/environment-session-nodes-v1.tsv	sha256:7c1cc054eb675180d15cc379ddcd01731ccd74926406c2a47a9bcf0ccdad46d8	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-static-claims-v1	support	test/fixtures/phase1-negative/environment-static-claims-v1.tsv	sha256:136279ad9b45931399718b1c6bf6a5a80d9e76225ffc159bb6be9d5345c6bbd6	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.environment-type-aliases-v1	support	test/fixtures/phase1-negative/environment-type-aliases-v1.tsv	sha256:8a524f41ad64737ebf2b56f2733df3207e20322cbec93bf28f4f4355c6387e89	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.artifacts-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/artifacts-v1.tsv	sha256:93213d23de9a9e539bdb00f2ba8dd404ea45a236f2b4b56c60428c8966f8dd22	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.authority-registry-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/authority-registry-v1.tsv	sha256:02bbc82e5856bda8cdd95ffa8888512dbdf00cf22e25617970587087a93f8804	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.authority-requirements-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/authority-requirements-v1.tsv	sha256:07db769311daa0feaea7366406f612791601131793389a88ae67989155467b3e	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.effect-bounds-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/effect-bounds-v1.tsv	sha256:8ea0c5a02e00e694e3b1ffcf10b5587b2b1b0a03224b20c5b8afbc7b79a42e1f	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.evidence-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/evidence-v1.tsv	sha256:804be7db026b5f2a37b50dcf28d81151050cd87a80fedcd186d194bb63b9e774	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.failures-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/failures-v1.tsv	sha256:72b27be3e95fe13a419c66441b48160fbaddf0a97d04015164e3362ddc867a22	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.manifest	support	test/fixtures/phase1-negative/foreign-callable-v1/manifest.tsv	sha256:2fb59d891106a6cf2dfedcfb5a7495fec1509f426a17420564c177401df16485	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.foreign-callable-v1.surfaces-v1	support	test/fixtures/phase1-negative/foreign-callable-v1/surfaces-v1.tsv	sha256:95239d0d53ef068a7d6868930251afe5fb11fbec35200daac5c24e51fd4c1f0d	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-instantiation-v1.authority-registry-v1	support	test/fixtures/phase1-negative/generic-instantiation-v1/authority-registry-v1.tsv	sha256:5571cf0974d5f0616accd7f6e1500772f4f290b7fe8c5aadc49206474213d04b	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-instantiation-v1.dispositions-v1	support	test/fixtures/phase1-negative/generic-instantiation-v1/dispositions-v1.tsv	sha256:f8a0e3ed3692e7782964ef2511ca6cba21d5d88c27b31fe744e0aec85c04fe1e	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-instantiation-v1.manifest	support	test/fixtures/phase1-negative/generic-instantiation-v1/manifest.tsv	sha256:2b4129fb105aa4a87493f0c1bea3aa4b97f57ea730869cd3c8009bc5614adee1	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-instantiation-v1.policies-v1	support	test/fixtures/phase1-negative/generic-instantiation-v1/policies-v1.tsv	sha256:466366c0bde0702e56143858f7781f0c02feb6bf75eb9ed103e72f9c73a01259	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-instantiation-v1.requirements-v1	support	test/fixtures/phase1-negative/generic-instantiation-v1/requirements-v1.tsv	sha256:88dee204eba841f991acc5d8bf4a9e600e8a73601bf5d1b6c693be9162902907	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.actuals-v1	support	test/fixtures/phase1-negative/generic-v1/actuals-v1.tsv	sha256:dd1acad4673a96c822aed13fe71a54d3e0f3c81948d992c01af21d2d6ec35fc7	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.authority-registry-v1	support	test/fixtures/phase1-negative/generic-v1/authority-registry-v1.tsv	sha256:1590755be03aff819e2f2c39c1c7e45011d6ede610f7856ced9fa204964b2839	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.manifest	support	test/fixtures/phase1-negative/generic-v1/manifest.tsv	sha256:9a728964fd8ec261cdae683b6f0228ea7fd1b49a8e8bf4c6e5cb33d1d432f054	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.parameters-v1	support	test/fixtures/phase1-negative/generic-v1/parameters-v1.tsv	sha256:80fb6a9dbb666827ff5b0a6b82d81c44d93a470d7799ec1326356961f7d0fdca	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.published-v1	support	test/fixtures/phase1-negative/generic-v1/published-v1.tsv	sha256:bbbab4c67fb43cea354c6561b3d967a1be84a286c5ec345697ef8f3edd4aa3b1	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.generic-v1.uses-v1	support	test/fixtures/phase1-negative/generic-v1/uses-v1.tsv	sha256:d83c765a6e03475ee0c1cf9740cfdeba604385c5dcaf004612046d93d3c90952	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.negative.manifest	support	test/fixtures/phase1-negative/manifest.tsv	sha256:c7cae373d4f6c25ababb779df45316cf0c2b5401be5f7e22e8396ec65d8855ef	metadata	conformance-harness	certified:PHIL-P1-CONFORMANCE-001
support.surface.manifest	support	test/fixtures/phase1-surface/manifest.json	sha256:22a1ab1ea4746d1e978e693a51581c6b66369b60487ecd0897327c79a511dda5	metadata	syntax	matrix:SURF-002;matrix:SURF-003
